image_type,min_quality,max_quality,colors,speed,dither,posterize,runtime_ms,compression_ratio,quality_ok
lines,70,100,128,1,1.0,1,48.385084,2.6236822938628435,true
lines,70,100,128,1,1.0,2,62.212165999999996,2.7093658459346055,true
lines,70,100,128,1,1.0,3,63.302583999999996,2.3985982127212195,true
lines,70,100,128,1,1.0,4,59.734500000000004,2.8365279015313205,true
lines,70,100,128,4,0.0,0,32.556959000000006,2.8098033581017283,true
lines,70,100,128,4,0.0,1,32.036207999999995,2.850704929298819,true
lines,70,100,128,4,0.0,2,30.3565,2.862148995337362,true
lines,70,100,128,4,0.0,3,32.354792,2.9070676180767925,true
lines,70,100,128,4,0.0,4,28.146874999999998,3.0393889604334117,true
lines,70,100,128,4,0.5,0,42.588209,2.7360089542692676,true
lines,70,100,128,4,0.5,1,42.222958,2.802096127077704,true
lines,70,100,128,4,0.5,2,53.790083,2.776632860040568,true
lines,70,100,128,4,0.5,3,48.481958,2.469654326333261,true
lines,70,100,128,4,0.5,4,46.311125000000004,3.004763263603837,true
lines,70,100,128,4,1.0,0,42.594791,2.697938428791044,true
lines,70,100,128,4,1.0,1,41.741417000000006,2.744346431435445,true
lines,70,100,128,4,1.0,2,48.854291,2.7098485598337128,true
lines,70,100,128,4,1.0,3,47.920125,2.3970441452011135,true
lines,70,100,128,4,1.0,4,46.126124999999995,2.8336507410780825,true
lines,70,100,128,6,0.0,0,29.718375,2.79180943057595,true
lines,70,100,128,6,0.0,1,28.932541999999998,2.8644848079015652,true
lines,70,100,128,6,0.0,2,29.453625000000002,2.851476898720993,true
lines,70,100,128,6,0.0,3,30.700958,2.9120769247133405,true
lines,70,100,128,6,0.0,4,26.247916999999998,3.046627050366117,true
lines,70,100,128,6,0.5,0,39.1535,2.7262009081494463,true
lines,70,100,128,6,0.5,1,40.676625,2.8104379247336113,true
lines,70,100,128,6,0.5,2,46.881583,2.7613975631404823,true
lines,70,100,128,6,0.5,3,45.919917,2.4762662807525326,true
lines,70,100,128,6,0.5,4,44.410625,3.008858116276514,true
lines,70,100,128,6,1.0,0,39.071583,2.690461683602272,true
lines,70,100,128,6,1.0,1,38.593416,2.767986411614834,true
lines,70,100,128,6,1.0,2,47.032667000000004,2.6968222384207725,true
lines,70,100,128,6,1.0,3,46.712334,2.4031459569537588,true
lines,70,100,128,6,1.0,4,44.963042,2.839764334909966,true
lines,70,100,128,8,0.0,0,19.5615,2.837880421262128,true
lines,70,100,128,8,0.0,1,20.037792,2.8399410800605795,true
lines,70,100,128,8,0.0,2,19.153125,2.8535573575701987,true
lines,70,100,128,8,0.0,3,22.419708,2.904723507193481,true
lines,70,100,128,8,0.0,4,18.344083,3.0644966307730193,true
lines,70,100,128,8,0.5,0,22.807041,2.712372196243164,true
lines,70,100,128,8,0.5,1,23.280792,2.68444688486655,true
lines,70,100,128,8,0.5,2,23.759166,2.5112456430012844,true
lines,70,100,128,8,0.5,3,31.352832999999997,2.3221822623329036,true
lines,70,100,128,8,0.5,4,22.545125,2.5151676619200733,true
lines,70,100,128,8,1.0,0,23.903083,2.670047593040493,true
lines,70,100,128,8,1.0,1,23.420167,2.4069912609238453,true
lines,70,100,128,8,1.0,2,23.75075,2.1526316617131354,true
lines,70,100,128,8,1.0,3,32.053875000000005,2.287758001169884,true
lines,70,100,128,8,1.0,4,23.025375,2.251965913203698,true
lines,70,100,128,10,0.0,0,19.364542,2.837880421262128,true
lines,70,100,128,10,0.0,1,19.568667,2.8399410800605795,true
lines,70,100,128,10,0.0,2,18.934084,2.8535573575701987,true
lines,70,100,128,10,0.0,3,23.336292,2.904723507193481,true
lines,70,100,128,10,0.0,4,19.399542,3.0644966307730193,true
lines,70,100,128,10,0.5,0,23.602125,2.712372196243164,true
lines,70,100,128,10,0.5,1,23.065749999999998,2.68444688486655,true
lines,70,100,128,10,0.5,2,23.486166,2.5112456430012844,true
lines,70,100,128,10,0.5,3,31.598666999999995,2.3221822623329036,true
lines,70,100,128,10,0.5,4,22.334166999999997,2.5151676619200733,true
lines,70,100,128,10,1.0,0,24.072209,2.670047593040493,true
lines,70,100,128,10,1.0,1,23.959875,2.4069912609238453,true
lines,70,100,128,10,1.0,2,29.282290999999997,2.1526316617131354,true
lines,70,100,128,10,1.0,3,31.994875,2.287758001169884,true
lines,70,100,128,10,1.0,4,24.059416,2.251965913203698,true
lines,70,100,256,1,0.0,0,41.818666,2.657916197429226,true
lines,70,100,256,1,0.0,1,38.881667,2.6837626945849506,true
lines,70,100,256,1,0.0,2,39.557750000000006,2.707383160934317,true
lines,70,100,256,1,0.0,3,33.883209,2.76201045176651,true
lines,70,100,256,1,0.0,4,28.049999999999997,3.044661921708185,true
lines,70,100,256,1,0.5,0,52.907000000000004,2.6136632680337573,true
lines,70,100,256,1,0.5,1,51.250958,2.642217418159358,true
lines,70,100,256,1,0.5,2,68.022292,2.6660953568089747,true
lines,70,100,256,1,0.5,3,69.166166,2.5393362643070474,true
lines,70,100,256,1,0.5,4,57.957791,3.0090565374131715,true
lines,70,100,256,1,1.0,0,53.853417,2.5830361354844795,true
lines,70,100,256,1,1.0,1,51.961958,2.6143121789117854,true
lines,70,100,256,1,1.0,2,69.025125,2.5494570986907044,true
lines,70,100,256,1,1.0,3,70.412667,2.490140435130612,true
lines,70,100,256,1,1.0,4,58.643209,2.8365279015313205,true
lines,70,100,256,4,0.0,0,34.940209,2.6650053538401637,true
lines,70,100,256,4,0.0,1,32.957541,2.6678100212430085,true
lines,70,100,256,4,0.0,2,35.76525,2.7048153490485882,true
lines,70,100,256,4,0.0,3,29.819125,2.7619547233767805,true
lines,70,100,256,4,0.0,4,27.023791,3.0393889604334117,true
lines,70,100,256,4,0.5,0,44.535125,2.6170611402133597,true
lines,70,100,256,4,0.5,1,43.098166,2.631500028835618,true
lines,70,100,256,4,0.5,2,55.667541,2.6632424755345436,true
lines,70,100,256,4,0.5,3,50.991042,2.5441501719171082,true
lines,70,100,256,4,0.5,4,45.5135,3.004763263603837,true
lines,70,100,256,4,1.0,0,45.941375,2.5861104813723266,true
lines,70,100,256,4,1.0,1,44.29375,2.601098295551713,true
lines,70,100,256,4,1.0,2,53.312667,2.547843728479163,true
lines,70,100,256,4,1.0,3,53.548291,2.4958611384604166,true
lines,70,100,256,4,1.0,4,46.299,2.8336507410780825,true
lines,70,100,256,6,0.0,0,32.288583,2.652919630225392,true
lines,70,100,256,6,0.0,1,30.177334000000002,2.6695268926245173,true
lines,70,100,256,6,0.0,2,35.846042000000004,2.7107071427156972,true
lines,70,100,256,6,0.0,3,28.775375,2.764632225229228,true
lines,70,100,256,6,0.0,4,26.89,3.046627050366117,true
lines,70,100,256,6,0.5,0,45.742625000000004,2.606248691049635,true
lines,70,100,256,6,0.5,1,39.947791,2.62207409110064,true
lines,70,100,256,6,0.5,2,52.803875,2.6665627739359112,true
lines,70,100,256,6,0.5,3,52.269459,2.5390065660125383,true
lines,70,100,256,6,0.5,4,46.078041999999996,3.008858116276514,true
lines,70,100,256,6,1.0,0,41.186875,2.57690932023117,true
lines,70,100,256,6,1.0,1,41.077374999999996,2.588996274090746,true
lines,70,100,256,6,1.0,2,49.8055,2.5491722378442803,true
lines,70,100,256,6,1.0,3,50.027667,2.486747688339056,true
lines,70,100,256,6,1.0,4,46.120833,2.839764334909966,true
lines,70,100,256,8,0.0,0,20.439875,2.6734371032947286,true
lines,70,100,256,8,0.0,1,21.071042000000002,2.652045877247365,true
lines,70,100,256,8,0.0,2,20.298167,2.6707248073358696,true
lines,70,100,256,8,0.0,3,19.5465,2.760729267505647,true
lines,70,100,256,8,0.0,4,18.646875,3.0644966307730193,true
lines,70,100,256,8,0.5,0,24.423166,2.574389257705979,true
lines,70,100,256,8,0.5,1,30.541375,2.5296693955241807,true
lines,70,100,256,8,0.5,2,43.977166,2.1402126328955595,true
lines,70,100,256,8,0.5,3,40.994083,2.3846006445431582,true
lines,70,100,256,8,0.5,4,38.608042000000005,2.5151676619200733,true
lines,70,100,256,8,1.0,0,24.94575,2.534962962962963,true
lines,70,100,256,8,1.0,1,26.138042,2.47112555284773,true
lines,70,100,256,8,1.0,2,25.319042,2.0714242479268807,true
lines,70,100,256,8,1.0,3,24.454832999999997,2.2336297625846453,true
lines,70,100,256,8,1.0,4,23.113249999999997,2.251965913203698,true
lines,70,100,256,10,0.0,0,20.503917,2.6734371032947286,true
lines,70,100,256,10,0.0,1,20.5495,2.652045877247365,true
lines,70,100,256,10,0.0,2,20.058542,2.6707248073358696,true
lines,70,100,256,10,0.0,3,20.139209,2.760729267505647,true
lines,70,100,256,10,0.0,4,18.660709,3.0644966307730193,true
lines,70,100,256,10,0.5,0,26.313042,2.574389257705979,true
lines,70,100,256,10,0.5,1,24.527916,2.5296693955241807,true
lines,70,100,256,10,0.5,2,24.118541,2.1402126328955595,true
lines,70,100,256,10,0.5,3,23.499291,2.3846006445431582,true
lines,70,100,256,10,0.5,4,23.5865,2.5151676619200733,true
lines,70,100,256,10,1.0,0,29.39375,2.534962962962963,true
lines,70,100,256,10,1.0,1,26.060584000000002,2.47112555284773,true
lines,70,100,256,10,1.0,2,24.783,2.0714242479268807,true
lines,70,100,256,10,1.0,3,25.420041,2.2336297625846453,true
lines,70,100,256,10,1.0,4,30.599458,2.251965913203698,true
scatter,30,40,256,1,0.0,0,31.001875000000002,3.580913322988251,true
scatter,30,40,256,1,0.0,1,35.775833999999996,3.320349434737924,true
scatter,30,40,256,1,0.0,2,26.238958999999998,3.369875873578805,true
scatter,30,40,256,1,0.0,3,26.517834,3.3569201995012468,true
scatter,30,40,256,1,0.0,4,24.759832999999997,3.4839857651245554,true
scatter,30,40,256,1,0.5,0,40.275290999999996,2.837182752261351,true
scatter,30,40,256,1,0.5,1,45.974875,2.302380273660205,true
scatter,30,40,256,1,0.5,2,49.327417,2.3382065571397552,true
scatter,30,40,256,1,0.5,3,67.48899999999999,2.7325551890383153,true
scatter,30,40,256,1,0.5,4,50.226458,2.0058984229479697,true
scatter,30,40,256,1,1.0,0,58.448792,2.55330751600411,true
scatter,30,40,256,1,1.0,1,42.854459,2.1302255044177767,true
scatter,30,40,256,1,1.0,2,40.535709000000004,1.8836802518803568,true
scatter,30,40,256,1,1.0,3,38.85425,2.3602425482174167,true
scatter,30,40,256,1,1.0,4,39.198792000000005,1.9276252983293556,true
scatter,30,40,256,4,0.0,0,28.814458000000002,3.5753652058432936,true
scatter,30,40,256,4,0.0,1,25.067584,3.3189850010273267,true
scatter,30,40,256,4,0.0,2,24.631833,3.368119266055046,true
scatter,30,40,256,4,0.0,3,23.599375,3.3537838679539083,true
scatter,30,40,256,4,0.0,4,27.601709,3.480232683399763,true
scatter,30,40,256,4,0.5,0,36.874125,2.828736537956396,true
scatter,30,40,256,4,0.5,1,33.522209,2.30385794765742,true
scatter,30,40,256,4,0.5,2,34.572125,2.338037342596613,true
scatter,30,40,256,4,0.5,3,33.640084,2.7323240866035183,true
scatter,30,40,256,4,0.5,4,35.33325,1.5966689730157162,true
scatter,30,40,256,4,1.0,0,35.600709,2.543657979686639,true
scatter,30,40,256,4,1.0,1,35.687749999999994,2.1368476751107877,true
scatter,30,40,256,4,1.0,2,39.198249999999994,1.8834606191336793,true
scatter,30,40,256,4,1.0,3,35.1815,2.3600701293008983,true
scatter,30,40,256,4,1.0,4,38.585,1.484355616815989,true
scatter,30,40,256,6,0.0,0,25.082209000000002,3.5698342541436463,true
scatter,30,40,256,6,0.0,1,24.234375,3.3210320723684212,true
scatter,30,40,256,6,0.0,2,23.916375,3.3670661803022406,true
scatter,30,40,256,6,0.0,3,23.617333000000002,3.3537838679539083,true
scatter,30,40,256,6,0.0,4,23.116416,3.462700964630225,true
scatter,30,40,256,6,0.5,0,37.820375000000006,2.827746170678337,true
scatter,30,40,256,6,0.5,1,34.937416,2.3033651789533724,true
scatter,30,40,256,6,0.5,2,33.678292,2.338545059717698,true
scatter,30,40,256,6,0.5,3,38.635875,2.7323240866035183,true
scatter,30,40,256,6,0.5,4,35.372459,1.5932830300340286,true
scatter,30,40,256,6,1.0,0,34.571042000000006,2.5428571428571427,true
scatter,30,40,256,6,1.0,1,33.743125,2.136,true
scatter,30,40,256,6,1.0,2,33.813916,1.8880836888551225,true
scatter,30,40,256,6,1.0,3,33.993083,2.3600701293008983,true
scatter,30,40,256,6,1.0,4,35.169042,1.4807498395819965,true
scatter,30,40,256,8,0.0,0,17.199666999999998,3.4534473543559594,true
scatter,30,40,256,8,0.0,1,16.133625,3.450496635693688,true
scatter,30,40,256,8,0.0,2,16.130499999999998,3.369524405506884,true
scatter,30,40,256,8,0.0,3,15.937541999999999,3.349263943603566,true
scatter,30,40,256,8,0.0,4,15.671458999999999,3.5047732696897373,true
scatter,30,40,256,8,0.5,0,19.117458,1.9822677629156953,true
scatter,30,40,256,8,0.5,1,18.583084,1.9743934486341135,true
scatter,30,40,256,8,0.5,2,19.953042,2.270344342937456,true
scatter,30,40,256,8,0.5,3,19.087542,2.644213455557374,true
scatter,30,40,256,8,0.5,4,20.525167,1.9644290404961693,true
scatter,30,40,256,8,1.0,0,20.09475,1.7358156028368794,true
scatter,30,40,256,8,1.0,1,21.326125,1.9280854619240868,true
scatter,30,40,256,8,1.0,2,21.555625,1.6907577977810342,true
scatter,30,40,256,8,1.0,3,21.017292,2.0706960646071018,true
scatter,30,40,256,8,1.0,4,19.801209,1.8555510883923956,true
scatter,30,40,256,10,0.0,0,20.85575,3.4534473543559594,true
scatter,30,40,256,10,0.0,1,16.779458,3.450496635693688,true
scatter,30,40,256,10,0.0,2,16.115542,3.369524405506884,true
scatter,30,40,256,10,0.0,3,16.014875,3.349263943603566,true
scatter,30,40,256,10,0.0,4,15.992750000000001,3.5047732696897373,true
scatter,30,40,256,10,0.5,0,19.369792,1.9822677629156953,true
scatter,30,40,256,10,0.5,1,18.900042,1.9743934486341135,true
scatter,30,40,256,10,0.5,2,19.303957999999998,2.270344342937456,true
scatter,30,40,256,10,0.5,3,18.774917,2.644213455557374,true
scatter,30,40,256,10,0.5,4,19.877375,1.9644290404961693,true
scatter,30,40,256,10,1.0,0,19.564249999999998,1.7358156028368794,true
scatter,30,40,256,10,1.0,1,21.517292,1.9280854619240868,true
scatter,30,40,256,10,1.0,2,20.253541,1.6907577977810342,true
scatter,30,40,256,10,1.0,3,20.060333,2.0706960646071018,true
scatter,30,40,256,10,1.0,4,19.349083,1.8555510883923956,true
scatter,30,60,256,1,0.0,0,26.458708,3.142704280155642,true
scatter,30,60,256,1,0.0,1,25.246917,3.224251497005988,true
scatter,30,60,256,1,0.0,2,25.139125,3.136906495776289,true
scatter,30,60,256,1,0.0,3,24.305,3.217828685258964,true
scatter,30,60,256,1,0.0,4,23.748333,3.294279596206791,true
scatter,30,60,256,1,0.5,0,40.506083,2.379363676535572,true
scatter,30,60,256,1,0.5,1,38.491,2.3902781888132583,true
scatter,30,60,256,1,0.5,2,42.572125,2.2196496049467536,true
scatter,30,60,256,1,0.5,3,37.378875,2.4102506714413607,true
scatter,30,60,256,1,0.5,4,36.850375,1.9259016393442623,true
scatter,30,60,256,1,1.0,0,39.810041999999996,2.0157858613589568,true
scatter,30,60,256,1,1.0,1,40.488499999999995,2.1845290418554333,true
scatter,30,60,256,1,1.0,2,38.545792000000006,1.5681487234249103,true
scatter,30,60,256,1,1.0,3,37.5895,2.034830257605341,true
scatter,30,60,256,1,1.0,4,38.371916999999996,1.7419928825622777,true
scatter,30,60,256,4,0.0,0,25.054707999999998,3.143010020430003,true
scatter,30,60,256,4,0.0,1,25.436166999999998,3.2162269785963167,true
scatter,30,60,256,4,0.0,2,24.295625,3.1335596508244423,true
scatter,30,60,256,4,0.0,3,25.800250000000002,3.2149467608717286,true
scatter,30,60,256,4,0.0,4,23.348792,3.289918533604888,true
scatter,30,60,256,4,0.5,0,35.459625,2.377262693156733,true
scatter,30,60,256,4,0.5,1,34.382957999999995,2.390455049944506,true
scatter,30,60,256,4,0.5,2,34.541416,2.215995610124151,true
scatter,30,60,256,4,0.5,3,33.702208,2.373071837814015,true
scatter,30,60,256,4,0.5,4,33.444250000000004,1.9180123486107812,true
scatter,30,60,256,4,1.0,0,34.75,2.0127717899196313,true
scatter,30,60,256,4,1.0,1,34.98525,2.185267857142857,true
scatter,30,60,256,4,1.0,2,35.484583,1.5669318071587932,true
scatter,30,60,256,4,1.0,3,34.187458,2.01440329218107,true
scatter,30,60,256,4,1.0,4,33.719708000000004,1.7353494118278991,true
scatter,30,60,256,6,0.0,0,25.022,3.144233576642336,true
scatter,30,60,256,6,0.0,1,24.942042,3.2155867423111375,true
scatter,30,60,256,6,0.0,2,23.814042,3.139650145772595,true
scatter,30,60,256,6,0.0,3,23.527958,3.2236080622630214,true
scatter,30,60,256,6,0.0,4,23.566917,3.27657200811359,true
scatter,30,60,256,6,0.5,0,36.925084,2.376912889935256,true
scatter,30,60,256,6,0.5,1,34.348375,2.3888642413487133,true
scatter,30,60,256,6,0.5,2,34.137542,2.2115963855421685,true
scatter,30,60,256,6,0.5,3,33.244542,2.3774376333799396,true
scatter,30,60,256,6,0.5,4,33.597916,1.7127180194030642,true
scatter,30,60,256,6,1.0,0,35.279709,2.0137754784017954,true
scatter,30,60,256,6,1.0,1,34.540917,2.1843813387423934,true
scatter,30,60,256,6,1.0,2,34.042875,1.5651099699641509,true
scatter,30,60,256,6,1.0,3,34.561415999999994,2.01603744149766,true
scatter,30,60,256,6,1.0,4,33.928208,1.5534452084435255,true
scatter,30,60,256,8,0.0,0,17.051625,3.102862082212831,true
scatter,30,60,256,8,0.0,1,16.823500000000003,3.097210238711533,true
scatter,30,60,256,8,0.0,2,19.38025,3.110629693818602,true
scatter,30,60,256,8,0.0,3,16.176208000000003,3.1983961983961984,true
scatter,30,60,256,8,0.0,4,16.209625,3.3513485477178424,true
scatter,30,60,256,8,0.5,0,19.239208,2.162739322533137,true
scatter,30,60,256,8,0.5,1,19.438582999999998,1.9152833768081574,true
scatter,30,60,256,8,0.5,2,21.080209,1.600227846847293,true
scatter,30,60,256,8,0.5,3,18.770625,2.2023996182425525,true
scatter,30,60,256,8,0.5,4,18.811041,1.5476407185628742,true
scatter,30,60,256,8,1.0,0,20.092083,1.8860995971743826,true
scatter,30,60,256,8,1.0,1,19.970792,1.4366328708644611,true
scatter,30,60,256,8,1.0,2,21.4275,1.2837558610824127,true
scatter,30,60,256,8,1.0,3,19.546999999999997,1.73404540819065,true
scatter,30,60,256,8,1.0,4,20.016541999999998,1.5585411742003956,true
scatter,30,60,256,10,0.0,0,16.278000000000002,3.102862082212831,true
scatter,30,60,256,10,0.0,1,18.753709,3.097210238711533,true
scatter,30,60,256,10,0.0,2,17.753083,3.110629693818602,true
scatter,30,60,256,10,0.0,3,16.445334,3.1983961983961984,true
scatter,30,60,256,10,0.0,4,16.1755,3.3513485477178424,true
scatter,30,60,256,10,0.5,0,19.156583,2.162739322533137,true
scatter,30,60,256,10,0.5,1,18.896625,1.9152833768081574,true
scatter,30,60,256,10,0.5,2,18.60925,1.600227846847293,true
scatter,30,60,256,10,0.5,3,18.992375,2.2023996182425525,true
scatter,30,60,256,10,0.5,4,18.792625,1.5476407185628742,true
scatter,30,60,256,10,1.0,0,19.391125,1.8860995971743826,true
scatter,30,60,256,10,1.0,1,20.209,1.4366328708644611,true
scatter,30,60,256,10,1.0,2,19.44825,1.2837558610824127,true
scatter,30,60,256,10,1.0,3,19.161250000000003,1.73404540819065,true
scatter,30,60,256,10,1.0,4,19.467042,1.5585411742003956,true
scatter,30,80,256,1,0.0,0,25.900875,2.9825516986706058,true
scatter,30,80,256,1,0.0,1,25.672292,3.005022788577807,true
scatter,30,80,256,1,0.0,2,25.357,3.0241505195169895,true
scatter,30,80,256,1,0.0,3,24.967875,2.9781526548672566,true
scatter,30,80,256,1,0.0,4,24.800333000000002,3.1187373298580945,true
scatter,30,80,256,1,0.5,0,37.955166999999996,2.238877338877339,true
scatter,30,80,256,1,0.5,1,41.880458000000004,2.2115963855421685,true
scatter,30,80,256,1,0.5,2,38.546208,2.192534781133356,true
scatter,30,80,256,1,0.5,3,49.23825,1.9668208937051017,true
scatter,30,80,256,1,0.5,4,38.243208,1.604200804409355,true
scatter,30,80,256,1,1.0,0,38.548958,1.922006068177762,true
scatter,30,80,256,1,1.0,1,38.045417,2.1686916828891722,true
scatter,30,80,256,1,1.0,2,38.572250000000004,1.7281091200855845,true
scatter,30,80,256,1,1.0,3,50.080833999999996,1.8902931367386344,true
scatter,30,80,256,1,1.0,4,38.52425,1.5597450876261285,true
scatter,30,80,256,4,0.0,0,24.111167,2.97431412262935,true
scatter,30,80,256,4,0.0,1,24.797209000000002,2.9919429523985923,true
scatter,30,80,256,4,0.0,2,24.460625,3.019063638912251,true
scatter,30,80,256,4,0.0,3,24.421167,2.9820011076241464,true
scatter,30,80,256,4,0.0,4,24.085208,3.1076375529049636,true
scatter,30,80,256,4,0.5,0,34.367374999999996,2.0689721421709892,true
scatter,30,80,256,4,0.5,1,34.947125,2.206611570247934,true
scatter,30,80,256,4,0.5,2,34.464332999999996,2.190156599552573,true
scatter,30,80,256,4,0.5,3,44.981209,1.970659997560083,true
scatter,30,80,256,4,0.5,4,41.833292,1.597853504129779,true
scatter,30,80,256,4,1.0,0,36.16,1.9412931138084364,true
scatter,30,80,256,4,1.0,1,37.539875,2.158693037551784,true
scatter,30,80,256,4,1.0,2,34.512875,1.7304231387252276,true
scatter,30,80,256,4,1.0,3,40.170958999999996,1.902314078784667,true
scatter,30,80,256,4,1.0,4,35.256209,1.5486051193557664,true
scatter,30,80,256,6,0.0,0,24.390124999999998,2.970212374735681,true
scatter,30,80,256,6,0.0,1,25.117957999999998,2.99388379204893,true
scatter,30,80,256,6,0.0,2,24.015542,3.020192577358138,true
scatter,30,80,256,6,0.0,3,23.31725,2.976506357103372,true
scatter,30,80,256,6,0.0,4,23.967583,3.112127926018688,true
scatter,30,80,256,6,0.5,0,33.785208,2.068442281836225,true
scatter,30,80,256,6,0.5,1,33.495084,2.2073654003826184,true
scatter,30,80,256,6,0.5,2,33.777375,2.183200432490877,true
scatter,30,80,256,6,0.5,3,40.173208,1.9671801741460146,true
scatter,30,80,256,6,0.5,4,34.411625,1.597774480712166,true
scatter,30,80,256,6,1.0,0,34.894042,1.9402438291994475,true
scatter,30,80,256,6,1.0,1,34.900042,2.1710234527249512,true
scatter,30,80,256,6,1.0,2,35.710667,1.7247877849554214,true
scatter,30,80,256,6,1.0,3,43.60325,1.8915105386416862,true
scatter,30,80,256,6,1.0,4,36.024625,1.548530892009778,true
scatter,30,80,256,8,0.0,0,17.442415999999998,2.9522982728685006,true
scatter,30,80,256,8,0.0,1,17.613041,2.952568086273076,true
scatter,30,80,256,8,0.0,2,16.968125,3.0173718128327263,true
scatter,30,80,256,8,0.0,3,16.715792,2.991665894990277,true
scatter,30,80,256,8,0.0,4,16.233999999999998,3.1433158201984823,true
scatter,30,80,256,8,0.5,0,18.910834,2.3022162046604433,true
scatter,30,80,256,8,0.5,1,18.89125,2.23376892760838,true
scatter,30,80,256,8,0.5,2,19.3365,1.928430728824688,true
scatter,30,80,256,8,0.5,3,20.086708,1.6334816462736375,true
scatter,30,80,256,8,0.5,4,21.923083,1.45802870295153,true
scatter,30,80,256,8,1.0,0,19.88875,2.253871912934282,true
scatter,30,80,256,8,1.0,1,20.328583000000002,2.1321937697993665,true
scatter,30,80,256,8,1.0,2,19.189916,1.4757445642243743,true
scatter,30,80,256,8,1.0,3,19.554667000000002,1.4184668071654374,true
scatter,30,80,256,8,1.0,4,20.371083000000002,1.4096164754134124,true
scatter,30,80,256,10,0.0,0,17.236542,2.9522982728685006,true
scatter,30,80,256,10,0.0,1,17.264167,2.952568086273076,true
scatter,30,80,256,10,0.0,2,16.250207999999997,3.0173718128327263,true
scatter,30,80,256,10,0.0,3,16.686125,2.991665894990277,true
scatter,30,80,256,10,0.0,4,17.307917,3.1433158201984823,true
scatter,30,80,256,10,0.5,0,18.922625,2.3022162046604433,true
scatter,30,80,256,10,0.5,1,18.9615,2.23376892760838,true
scatter,30,80,256,10,0.5,2,19.916083,1.928430728824688,true
scatter,30,80,256,10,0.5,3,19.443749999999998,1.6334816462736375,true
scatter,30,80,256,10,0.5,4,19.302,1.45802870295153,true
scatter,30,80,256,10,1.0,0,19.473083,2.253871912934282,true
scatter,30,80,256,10,1.0,1,19.944625000000002,2.1321937697993665,true
scatter,30,80,256,10,1.0,2,19.037084,1.4757445642243743,true
scatter,30,80,256,10,1.0,3,19.924583,1.4184668071654374,true
scatter,30,80,256,10,1.0,4,20.546917,1.4096164754134124,true
scatter,30,100,256,1,0.0,0,30.00925,2.266998807101256,true
scatter,30,100,256,1,0.0,1,30.51975,2.2543437303747123,true
scatter,30,100,256,1,0.0,2,26.687875,2.3943526272882236,true
scatter,30,100,256,1,0.0,3,24.348959,2.738345482285133,true
scatter,30,100,256,1,0.0,4,24.046167,3.1187373298580945,true
scatter,30,100,256,1,0.5,0,42.699,2.255130531900042,true
scatter,30,100,256,1,0.5,1,43.188958,2.244476865360567,true
scatter,30,100,256,1,0.5,2,40.179459,1.5044004656577417,true
scatter,30,100,256,1,0.5,3,52.134125000000004,1.55621387283237,true
scatter,30,100,256,1,0.5,4,37.111625000000004,1.604200804409355,true
scatter,30,100,256,1,1.0,0,41.841499999999996,2.229145104533223,true
scatter,30,100,256,1,1.0,1,42.412583,2.0657970458469213,true
scatter,30,100,256,1,1.0,2,40.256667,1.3882944437282454,true
scatter,30,100,256,1,1.0,3,52.506041,1.4361858190709047,true
scatter,30,100,256,1,1.0,4,38.230917000000005,1.5597450876261285,true
scatter,30,100,256,4,0.0,0,26.997541,2.2647739221871714,true
scatter,30,100,256,4,0.0,1,27.317874999999997,2.250888316031492,true
scatter,30,100,256,4,0.0,2,25.209125,2.400579580918413,true
scatter,30,100,256,4,0.0,3,24.092041000000002,2.7436942675159237,true
scatter,30,100,256,4,0.0,4,23.686292,3.1139277108433734,true
scatter,30,100,256,4,0.5,0,36.565041,2.254029163468918,true
scatter,30,100,256,4,0.5,1,43.79075,2.2416736053288924,true
scatter,30,100,256,4,0.5,2,35.395458,1.5072078376487055,true
scatter,30,100,256,4,0.5,3,42.8015,1.5632167223109306,true
scatter,30,100,256,4,0.5,4,34.866125,1.5982487384980706,true
scatter,30,100,256,4,1.0,0,36.606417,2.226993865030675,true
scatter,30,100,256,4,1.0,1,37.032500000000006,2.0665899059681445,true
scatter,30,100,256,4,1.0,2,38.9905,1.3865665236051503,true
scatter,30,100,256,4,1.0,3,45.116291000000004,1.449134296223199,true
scatter,30,100,256,4,1.0,4,38.365375,1.549199194399156,true
scatter,30,100,256,6,0.0,0,27.551958000000003,2.26382173638848,true
scatter,30,100,256,6,0.0,1,27.71325,2.253871912934282,true
scatter,30,100,256,6,0.0,2,25.85275,2.4025433182122407,true
scatter,30,100,256,6,0.0,3,24.928292000000003,2.744160366941306,true
scatter,30,100,256,6,0.0,4,25.225375,3.112127926018688,true
scatter,30,100,256,6,0.5,0,35.817459,2.2519866164784608,true
scatter,30,100,256,6,0.5,1,36.0175,2.2446328076148125,true
scatter,30,100,256,6,0.5,2,40.365875,1.5112971885671516,true
scatter,30,100,256,6,0.5,3,41.975458,1.55621387283237,true
scatter,30,100,256,6,0.5,4,33.792209,1.597774480712166,true
scatter,30,100,256,6,1.0,0,34.983915999999994,2.2257664485015503,true
scatter,30,100,256,6,1.0,1,34.905542,2.0687071780751745,true
scatter,30,100,256,6,1.0,2,36.129208000000006,1.385615028306742,true
scatter,30,100,256,6,1.0,3,40.935958,1.4440173423322755,true
scatter,30,100,256,6,1.0,4,34.149958,1.548530892009778,true
scatter,30,100,256,8,0.0,0,17.596084,2.2676352916403455,true
scatter,30,100,256,8,0.0,1,17.209125,2.2570210982255134,true
