image_type,min_quality,max_quality,colors,speed,dither,posterize,runtime_ms,compression_ratio,quality_ok
heatmap,30,100,128,10,0.0,3,19.571458,3.1636483371748434,true
heatmap,30,100,128,10,0.0,4,18.109625,3.4740267566590335,true
heatmap,30,100,128,10,0.5,0,19.971042,2.549668288367979,true
heatmap,30,100,128,10,0.5,1,20.611207999999998,2.580483437779767,true
heatmap,30,100,128,10,0.5,2,32.016625,0.2825383755807799,true
heatmap,30,100,128,10,0.5,3,32.42725,0.36067419948196255,true
heatmap,30,100,128,10,0.5,4,35.24870799999999,0.17270739087450193,true
heatmap,30,100,128,10,1.0,0,19.458625,2.4850418139494783,true
heatmap,30,100,128,10,1.0,1,27.723084,0.37949784735296826,true
heatmap,30,100,128,10,1.0,2,34.143333999999996,0.19239343737067643,true
heatmap,30,100,128,10,1.0,3,34.642541,0.21973866772378672,true
heatmap,30,100,128,10,1.0,4,34.090167,0.17278503776525597,true
heatmap,30,100,256,1,0.0,0,27.875207999999997,2.5023005469224757,true
heatmap,30,100,256,1,0.0,1,26.04625,2.7339466944892346,true
heatmap,30,100,256,1,0.0,2,26.504792,3.0134866701515945,true
heatmap,30,100,256,1,0.0,3,26.453916,3.3739904014983026,true
heatmap,30,100,256,1,0.0,4,28.126583,2.6113426345352417,true
heatmap,30,100,256,1,0.5,0,39.951541999999996,2.5033871808233457,true
heatmap,30,100,256,1,0.5,1,40.040459,2.0790536641661856,true
heatmap,30,100,256,1,0.5,2,56.066166,0.3259969689429754,true
heatmap,30,100,256,1,0.5,3,64.738083,0.36623762753643446,true
heatmap,30,100,256,1,0.5,4,88.28825,0.11374407582938388,true
heatmap,30,100,256,1,1.0,0,39.644209,2.496881496881497,true
heatmap,30,100,256,1,1.0,1,53.665875,0.5223915762002284,true
heatmap,30,100,256,1,1.0,2,70.438208,0.16496403001219032,true
heatmap,30,100,256,1,1.0,3,72.122084,0.23444820406038522,true
heatmap,30,100,256,1,1.0,4,90.646042,0.08817186539290991,true
heatmap,30,100,256,4,0.0,0,26.811041,2.502517798228859,true
heatmap,30,100,256,4,0.0,1,26.251917,2.7241281542387297,true
heatmap,30,100,256,4,0.0,2,28.639083,3.0078263591777104,true
heatmap,30,100,256,4,0.0,3,25.247666,3.338816170508514,true
heatmap,30,100,256,4,0.0,4,28.011417,2.6113426345352417,true
heatmap,30,100,256,4,0.5,0,35.422708,2.5033871808233457,true
heatmap,30,100,256,4,0.5,1,35.153125,2.2739034395708426,true
heatmap,30,100,256,4,0.5,2,44.462125,0.3349836134160798,true
heatmap,30,100,256,4,0.5,3,49.593708,0.3741481587248017,true
heatmap,30,100,256,4,0.5,4,62.3615,0.11409661636873189,true
heatmap,30,100,256,4,1.0,0,36.857625,2.496665223040277,true
heatmap,30,100,256,4,1.0,1,45.387916,0.5334024205188941,true
heatmap,30,100,256,4,1.0,2,52.616457999999994,0.1668248639888876,true
heatmap,30,100,256,4,1.0,3,53.058875,0.21835371119494568,true
heatmap,30,100,256,4,1.0,4,66.164208,0.08910349347273014,true
heatmap,30,100,256,6,0.0,0,25.72725,2.50295241403265,true
heatmap,30,100,256,6,0.0,1,24.663042,2.7256737588652484,true
heatmap,30,100,256,6,0.0,2,25.987792,2.9786090730598325,true
heatmap,30,100,256,6,0.0,3,25.732833,3.2788078716869524,true
heatmap,30,100,256,6,0.0,4,28.797708,2.6113426345352417,true
heatmap,30,100,256,6,0.5,0,35.167625,2.503169778549718,true
heatmap,30,100,256,6,0.5,1,34.517459,2.2753394379538996,true
heatmap,30,100,256,6,0.5,2,46.578833,0.2908459799806264,true
heatmap,30,100,256,6,0.5,3,46.303667,0.4143046053009832,true
heatmap,30,100,256,6,0.5,4,60.527167,0.11409661636873189,true
heatmap,30,100,256,6,1.0,0,34.479042,2.496881496881497,true
heatmap,30,100,256,6,1.0,1,42.090333,0.5337876627344951,true
heatmap,30,100,256,6,1.0,2,48.854083,0.21403748477737844,true
heatmap,30,100,256,6,1.0,3,49.018042,0.22839936608557845,true
heatmap,30,100,256,6,1.0,4,62.612584,0.08910349347273014,true
heatmap,30,100,256,8,0.0,0,17.410375,2.479483870967742,true
heatmap,30,100,256,8,0.0,1,17.015167,2.704954954954955,true
heatmap,30,100,256,8,0.0,2,17.497542000000003,2.98076525336091,true
heatmap,30,100,256,8,0.0,3,16.674000000000003,3.1636483371748434,true
heatmap,30,100,256,8,0.0,4,21.021917000000002,2.610633094828367,true
heatmap,30,100,256,8,0.5,0,19.601625000000002,2.456242011077972,true
heatmap,30,100,256,8,0.5,1,20.018125,2.581407845244492,true
heatmap,30,100,256,8,0.5,2,30.216334,0.27396374903764814,true
heatmap,30,100,256,8,0.5,3,32.719875,0.36067419948196255,true
heatmap,30,100,256,8,0.5,4,42.319583,0.11181714498521984,true
heatmap,30,100,256,8,1.0,0,19.470042,2.426262626262626,true
heatmap,30,100,256,8,1.0,1,28.050708,0.37948785465078005,true
heatmap,30,100,256,8,1.0,2,35.199084,0.14939746546764454,true
heatmap,30,100,256,8,1.0,3,35.342458,0.21973866772378672,true
heatmap,30,100,256,8,1.0,4,43.490292,0.08021126976131972,true
heatmap,30,100,256,10,0.0,0,17.151,2.479483870967742,true
heatmap,30,100,256,10,0.0,1,18.481417,2.704954954954955,true
heatmap,30,100,256,10,0.0,2,17.282417000000002,2.98076525336091,true
heatmap,30,100,256,10,0.0,3,17.480709,3.1636483371748434,true
heatmap,30,100,256,10,0.0,4,20.494542000000003,2.610633094828367,true
heatmap,30,100,256,10,0.5,0,22.008041,2.456242011077972,true
heatmap,30,100,256,10,0.5,1,21.071709000000002,2.581407845244492,true
heatmap,30,100,256,10,0.5,2,31.192334,0.27396374903764814,true
heatmap,30,100,256,10,0.5,3,32.673584,0.36067419948196255,true
heatmap,30,100,256,10,0.5,4,42.533666,0.11181714498521984,true
heatmap,30,100,256,10,1.0,0,19.887667,2.426262626262626,true
heatmap,30,100,256,10,1.0,1,28.206333,0.37948785465078005,true
heatmap,30,100,256,10,1.0,2,35.524958000000005,0.14939746546764454,true
heatmap,30,100,256,10,1.0,3,35.142417,0.21973866772378672,true
heatmap,30,100,256,10,1.0,4,44.088833,0.08021126976131972,true
heatmap,70,100,8,1,0.0,0,NaN,0.0,false
heatmap,70,100,8,1,0.0,1,NaN,0.0,false
heatmap,70,100,8,1,0.0,2,NaN,0.0,false
heatmap,70,100,8,1,0.0,3,NaN,0.0,false
heatmap,70,100,8,1,0.0,4,NaN,0.0,false
heatmap,70,100,8,1,0.5,0,NaN,0.0,false
heatmap,70,100,8,1,0.5,1,NaN,0.0,false
heatmap,70,100,8,1,0.5,2,NaN,0.0,false
heatmap,70,100,8,1,0.5,3,NaN,0.0,false
heatmap,70,100,8,1,0.5,4,NaN,0.0,false
heatmap,70,100,8,1,1.0,0,NaN,0.0,false
heatmap,70,100,8,1,1.0,1,NaN,0.0,false
heatmap,70,100,8,1,1.0,2,NaN,0.0,false
heatmap,70,100,8,1,1.0,3,NaN,0.0,false
heatmap,70,100,8,1,1.0,4,NaN,0.0,false
heatmap,70,100,8,4,0.0,0,NaN,0.0,false
heatmap,70,100,8,4,0.0,1,NaN,0.0,false
heatmap,70,100,8,4,0.0,2,NaN,0.0,false
heatmap,70,100,8,4,0.0,3,NaN,0.0,false
heatmap,70,100,8,4,0.0,4,NaN,0.0,false
heatmap,70,100,8,4,0.5,0,NaN,0.0,false
heatmap,70,100,8,4,0.5,1,NaN,0.0,false
heatmap,70,100,8,4,0.5,2,NaN,0.0,false
heatmap,70,100,8,4,0.5,3,NaN,0.0,false
heatmap,70,100,8,4,0.5,4,NaN,0.0,false
heatmap,70,100,8,4,1.0,0,NaN,0.0,false
heatmap,70,100,8,4,1.0,1,NaN,0.0,false
heatmap,70,100,8,4,1.0,2,NaN,0.0,false
heatmap,70,100,8,4,1.0,3,NaN,0.0,false
heatmap,70,100,8,4,1.0,4,NaN,0.0,false
heatmap,70,100,8,6,0.0,0,NaN,0.0,false
heatmap,70,100,8,6,0.0,1,NaN,0.0,false
heatmap,70,100,8,6,0.0,2,NaN,0.0,false
heatmap,70,100,8,6,0.0,3,NaN,0.0,false
heatmap,70,100,8,6,0.0,4,NaN,0.0,false
heatmap,70,100,8,6,0.5,0,NaN,0.0,false
heatmap,70,100,8,6,0.5,1,NaN,0.0,false
heatmap,70,100,8,6,0.5,2,NaN,0.0,false
heatmap,70,100,8,6,0.5,3,NaN,0.0,false
heatmap,70,100,8,6,0.5,4,NaN,0.0,false
heatmap,70,100,8,6,1.0,0,NaN,0.0,false
heatmap,70,100,8,6,1.0,1,NaN,0.0,false
heatmap,70,100,8,6,1.0,2,NaN,0.0,false
heatmap,70,100,8,6,1.0,3,NaN,0.0,false
heatmap,70,100,8,6,1.0,4,NaN,0.0,false
heatmap,70,100,8,8,0.0,0,NaN,0.0,false
heatmap,70,100,8,8,0.0,1,NaN,0.0,false
heatmap,70,100,8,8,0.0,2,NaN,0.0,false
heatmap,70,100,8,8,0.0,3,NaN,0.0,false
heatmap,70,100,8,8,0.0,4,NaN,0.0,false
heatmap,70,100,8,8,0.5,0,NaN,0.0,false
heatmap,70,100,8,8,0.5,1,NaN,0.0,false
heatmap,70,100,8,8,0.5,2,NaN,0.0,false
heatmap,70,100,8,8,0.5,3,NaN,0.0,false
heatmap,70,100,8,8,0.5,4,NaN,0.0,false
heatmap,70,100,8,8,1.0,0,NaN,0.0,false
heatmap,70,100,8,8,1.0,1,NaN,0.0,false
heatmap,70,100,8,8,1.0,2,NaN,0.0,false
heatmap,70,100,8,8,1.0,3,NaN,0.0,false
heatmap,70,100,8,8,1.0,4,NaN,0.0,false
heatmap,70,100,8,10,0.0,0,NaN,0.0,false
heatmap,70,100,8,10,0.0,1,NaN,0.0,false
heatmap,70,100,8,10,0.0,2,NaN,0.0,false
heatmap,70,100,8,10,0.0,3,NaN,0.0,false
heatmap,70,100,8,10,0.0,4,NaN,0.0,false
heatmap,70,100,8,10,0.5,0,NaN,0.0,false
heatmap,70,100,8,10,0.5,1,NaN,0.0,false
heatmap,70,100,8,10,0.5,2,NaN,0.0,false
heatmap,70,100,8,10,0.5,3,NaN,0.0,false
heatmap,70,100,8,10,0.5,4,NaN,0.0,false
heatmap,70,100,8,10,1.0,0,NaN,0.0,false
heatmap,70,100,8,10,1.0,1,NaN,0.0,false
heatmap,70,100,8,10,1.0,2,NaN,0.0,false
heatmap,70,100,8,10,1.0,3,NaN,0.0,false
heatmap,70,100,8,10,1.0,4,NaN,0.0,false
heatmap,70,100,32,1,0.0,0,25.359167,3.369257744009351,true
heatmap,70,100,32,1,0.0,1,25.057708,3.372805991106951,true
heatmap,70,100,32,1,0.0,2,24.999709,3.361399416909621,true
heatmap,70,100,32,1,0.0,3,24.836416,3.385880418183954,true
heatmap,70,100,32,1,0.0,4,25.481209,3.395053003533569,true
heatmap,70,100,32,1,0.5,0,38.147209000000004,2.7274791824375475,true
heatmap,70,100,32,1,0.5,1,41.401542,1.917892075321046,true
heatmap,70,100,32,1,0.5,2,53.096583,0.9477837695646455,true
heatmap,70,100,32,1,0.5,3,62.571209,0.5514022267283927,true
heatmap,70,100,32,1,0.5,4,66.53125,0.1817597094266094,true
heatmap,70,100,32,1,1.0,0,40.568709,2.3000319182891795,true
heatmap,70,100,32,1,1.0,1,57.303541,0.5087815296630364,true
heatmap,70,100,32,1,1.0,2,61.641375,0.48022391789677116,true
heatmap,70,100,32,1,1.0,3,67.256333,0.2757538649931119,true
heatmap,70,100,32,1,1.0,4,66.733917,0.1757528825692213,true
heatmap,70,100,32,4,0.0,0,25.71425,3.3089197566295487,true
heatmap,70,100,32,4,0.0,1,24.680459,3.345792222867092,true
heatmap,70,100,32,4,0.0,2,24.642917,3.3704396632366698,true
heatmap,70,100,32,4,0.0,3,24.6605,3.3819077789510734,true
heatmap,70,100,32,4,0.0,4,29.859833,3.4598487576521424,true
heatmap,70,100,32,4,0.5,0,35.444792,2.5825642863542693,true
heatmap,70,100,32,4,0.5,1,36.032709000000004,1.9268667691690622,true
heatmap,70,100,32,4,0.5,2,44.473125,0.9526705446853516,true
heatmap,70,100,32,4,0.5,3,48.121625,0.5511281070745698,true
heatmap,70,100,32,4,0.5,4,48.411375,0.18285279284422876,true
heatmap,70,100,32,4,1.0,0,34.756042,2.2672854558326123,true
heatmap,70,100,32,4,1.0,1,46.89625,0.5117443408788283,true
heatmap,70,100,32,4,1.0,2,47.174459,0.4811297133986546,true
heatmap,70,100,32,4,1.0,3,49.201750000000004,0.27724715048333576,true
heatmap,70,100,32,4,1.0,4,50.061042,0.17653976186976333,true
heatmap,70,100,32,6,0.0,0,25.031208,3.3473464173731275,true
heatmap,70,100,32,6,0.0,1,25.080541,3.4127397584655457,true
heatmap,70,100,32,6,0.0,2,24.248459,3.3629681484074205,true
heatmap,70,100,32,6,0.0,3,24.541041999999997,3.3807178043631247,true
heatmap,70,100,32,6,0.0,4,25.580291000000003,3.4598487576521424,true
heatmap,70,100,32,6,0.5,0,34.571667,2.5951201944719546,true
heatmap,70,100,32,6,0.5,1,35.59575,1.9198081790329027,true
heatmap,70,100,32,6,0.5,2,42.647083,0.9529540119681291,true
heatmap,70,100,32,6,0.5,3,48.06075,0.5511281070745698,true
heatmap,70,100,32,6,0.5,4,48.263625,0.18219283718695878,true
heatmap,70,100,32,6,1.0,0,34.543667,2.274980268350434,true
heatmap,70,100,32,6,1.0,1,45.09825,0.510837394771821,true
heatmap,70,100,32,6,1.0,2,46.596332999999994,0.48163619957891923,true
heatmap,70,100,32,6,1.0,3,51.12175,0.27724715048333576,true
heatmap,70,100,32,6,1.0,4,49.553167,0.1762666258981807,true
heatmap,70,100,32,8,0.0,0,16.77525,3.388666823418763,true
heatmap,70,100,32,8,0.0,1,18.701083,3.3815110276865323,true
heatmap,70,100,32,8,0.0,2,17.559749999999998,3.326869806094183,true
heatmap,70,100,32,8,0.0,3,17.0565,3.310820124052378,true
heatmap,70,100,32,8,0.0,4,18.765125,3.38508514386377,true
heatmap,70,100,32,8,0.5,0,20.917,2.118632855567806,true
heatmap,70,100,32,8,0.5,1,21.248709,1.8662350275169959,true
heatmap,70,100,32,8,0.5,2,29.087292,0.9300164553286225,true
heatmap,70,100,32,8,0.5,3,33.279833,0.5312004717850429,true
heatmap,70,100,32,8,0.5,4,33.840334,0.1756704046806436,true
heatmap,70,100,32,8,1.0,0,19.677291999999998,1.8802348336594912,true
heatmap,70,100,32,8,1.0,1,30.457375,0.4995320786107934,true
heatmap,70,100,32,8,1.0,2,31.821665999999997,0.474461325739494,true
heatmap,70,100,32,8,1.0,3,35.078875000000004,0.27330912263068563,true
heatmap,70,100,32,8,1.0,4,34.521499999999996,0.15804451170365008,true
heatmap,70,100,32,10,0.0,0,17.016125,3.388666823418763,true
heatmap,70,100,32,10,0.0,1,16.88975,3.3815110276865323,true
heatmap,70,100,32,10,0.0,2,16.726499999999998,3.326869806094183,true
heatmap,70,100,32,10,0.0,3,16.841083,3.310820124052378,true
heatmap,70,100,32,10,0.0,4,17.674374999999998,3.38508514386377,true
heatmap,70,100,32,10,0.5,0,19.38325,2.118632855567806,true
heatmap,70,100,32,10,0.5,1,21.183334000000002,1.8662350275169959,true
heatmap,70,100,32,10,0.5,2,28.331167,0.9300164553286225,true
heatmap,70,100,32,10,0.5,3,32.806042,0.5312004717850429,true
heatmap,70,100,32,10,0.5,4,33.394082999999995,0.1756704046806436,true
heatmap,70,100,32,10,1.0,0,19.994333,1.8802348336594912,true
heatmap,70,100,32,10,1.0,1,30.606624999999998,0.4995320786107934,true
heatmap,70,100,32,10,1.0,2,32.136708,0.474461325739494,true
heatmap,70,100,32,10,1.0,3,34.798792,0.27330912263068563,true
heatmap,70,100,32,10,1.0,4,36.692584000000004,0.15804451170365008,true
heatmap,70,100,128,1,0.0,0,29.355666999999997,2.586039834918356,true
heatmap,70,100,128,1,0.0,1,27.690915999999998,2.7339466944892346,true
heatmap,70,100,128,1,0.0,2,31.208917,3.0134866701515945,true
heatmap,70,100,128,1,0.0,3,28.505833000000003,3.3739904014983026,true
heatmap,70,100,128,1,0.0,4,26.387334,3.395053003533569,true
heatmap,70,100,128,1,0.5,0,39.795875,2.5821015855952703,true
heatmap,70,100,128,1,0.5,1,45.349417,2.0790536641661856,true
heatmap,70,100,128,1,0.5,2,54.00675,0.3259969689429754,true
heatmap,70,100,128,1,0.5,3,67.194166,0.36623762753643446,true
heatmap,70,100,128,1,0.5,4,66.093792,0.1817597094266094,true
heatmap,70,100,128,1,1.0,0,39.097333,2.5767924190952978,true
heatmap,70,100,128,1,1.0,1,54.08675,0.5223915762002284,true
heatmap,70,100,128,1,1.0,2,68.149416,0.16496403001219032,true
heatmap,70,100,128,1,1.0,3,68.753416,0.23444820406038522,true
heatmap,70,100,128,1,1.0,4,66.77875,0.1757528825692213,true
heatmap,70,100,128,4,0.0,0,26.17575,2.5865039483129935,true
heatmap,70,100,128,4,0.0,1,25.936042,2.7241281542387297,true
heatmap,70,100,128,4,0.0,2,30.283417,3.0078263591777104,true
heatmap,70,100,128,4,0.0,3,26.009708999999997,3.338816170508514,true
heatmap,70,100,128,4,0.0,4,26.831708,3.4598487576521424,true
heatmap,70,100,128,4,0.5,0,35.869792,2.5823329152481636,true
heatmap,70,100,128,4,0.5,1,35.899042,2.2739034395708426,true
heatmap,70,100,128,4,0.5,2,45.087666999999996,0.3349836134160798,true
heatmap,70,100,128,4,0.5,3,46.979124999999996,0.3741481587248017,true
heatmap,70,100,128,4,0.5,4,49.212083,0.18285279284422876,true
heatmap,70,100,128,4,1.0,0,35.128792,2.577022798390702,true
heatmap,70,100,128,4,1.0,1,41.887042,0.5334024205188941,true
heatmap,70,100,128,4,1.0,2,50.386292,0.1668248639888876,true
heatmap,70,100,128,4,1.0,3,50.772791999999995,0.21835371119494568,true
heatmap,70,100,128,4,1.0,4,50.234542,0.17653976186976333,true
heatmap,70,100,128,6,0.0,0,25.633875,2.584648493543759,true
heatmap,70,100,128,6,0.0,1,25.572667,2.7256737588652484,true
heatmap,70,100,128,6,0.0,2,25.817957999999997,2.9792248062015503,true
heatmap,70,100,128,6,0.0,3,25.263667,3.2788078716869524,true
heatmap,70,100,128,6,0.0,4,25.376708,3.4598487576521424,true
heatmap,70,100,128,6,0.5,0,35.919833,2.5802524393518933,true
heatmap,70,100,128,6,0.5,1,36.401792,2.2753394379538996,true
heatmap,70,100,128,6,0.5,2,47.946374999999996,0.2765661430997592,true
heatmap,70,100,128,6,0.5,3,47.542458,0.4143046053009832,true
heatmap,70,100,128,6,0.5,4,49.676792,0.18219283718695878,true
heatmap,70,100,128,6,1.0,0,34.713583,2.574950866535644,true
heatmap,70,100,128,6,1.0,1,44.519833,0.5337876627344951,true
heatmap,70,100,128,6,1.0,2,51.399833,0.19407617880540537,true
heatmap,70,100,128,6,1.0,3,50.00375,0.22839936608557845,true
heatmap,70,100,128,6,1.0,4,49.9975,0.1762666258981807,true
heatmap,70,100,128,8,0.0,0,17.360958,2.5779447276629996,true
heatmap,70,100,128,8,0.0,1,18.165208,2.7041936391781594,true
heatmap,70,100,128,8,0.0,2,17.508292,2.94092439546985,true
heatmap,70,100,128,8,0.0,3,17.087166,3.1636483371748434,true
heatmap,70,100,128,8,0.0,4,21.228209,3.38508514386377,true
heatmap,70,100,128,8,0.5,0,19.236416,2.549668288367979,true
heatmap,70,100,128,8,0.5,1,20.584542000000003,2.580483437779767,true
heatmap,70,100,128,8,0.5,2,31.694792,0.2825383755807799,true
heatmap,70,100,128,8,0.5,3,37.412334,0.36067419948196255,true
heatmap,70,100,128,8,0.5,4,33.6545,0.1756704046806436,true
heatmap,70,100,128,8,1.0,0,19.886167,2.4850418139494783,true
heatmap,70,100,128,8,1.0,1,29.179167,0.37949784735296826,true
heatmap,70,100,128,8,1.0,2,35.254332999999995,0.19239343737067643,true
heatmap,70,100,128,8,1.0,3,35.399208,0.21973866772378672,true
heatmap,70,100,128,8,1.0,4,35.225583,0.15804451170365008,true
heatmap,70,100,128,10,0.0,0,17.234750000000002,2.5779447276629996,true
heatmap,70,100,128,10,0.0,1,17.128791,2.7041936391781594,true
heatmap,70,100,128,10,0.0,2,17.851625,2.94092439546985,true
heatmap,70,100,128,10,0.0,3,17.0735,3.1636483371748434,true
heatmap,70,100,128,10,0.0,4,18.171083,3.38508514386377,true
heatmap,70,100,128,10,0.5,0,20.595584,2.549668288367979,true
heatmap,70,100,128,10,0.5,1,20.510291,2.580483437779767,true
heatmap,70,100,128,10,0.5,2,31.946167,0.2825383755807799,true
heatmap,70,100,128,10,0.5,3,32.916833,0.36067419948196255,true
heatmap,70,100,128,10,0.5,4,33.658500000000004,0.1756704046806436,true
heatmap,70,100,128,10,1.0,0,19.451375,2.4850418139494783,true
heatmap,70,100,128,10,1.0,1,27.34975,0.37949784735296826,true
heatmap,70,100,128,10,1.0,2,36.449292,0.19239343737067643,true
heatmap,70,100,128,10,1.0,3,35.343458,0.21973866772378672,true
heatmap,70,100,128,10,1.0,4,34.746083,0.15804451170365008,true
heatmap,70,100,256,1,0.0,0,28.168791,2.5023005469224757,true
heatmap,70,100,256,1,0.0,1,26.468291,2.7339466944892346,true
heatmap,70,100,256,1,0.0,2,26.311542,3.0134866701515945,true
heatmap,70,100,256,1,0.0,3,26.197249999999997,3.3739904014983026,true
heatmap,70,100,256,1,0.0,4,28.269625,2.6113426345352417,true
heatmap,70,100,256,1,0.5,0,39.768667,2.5033871808233457,true
heatmap,70,100,256,1,0.5,1,40.761667,2.0790536641661856,true
heatmap,70,100,256,1,0.5,2,54.622958,0.3259969689429754,true
heatmap,70,100,256,1,0.5,3,63.657500000000006,0.36623762753643446,true
heatmap,70,100,256,1,0.5,4,87.387125,0.11374407582938388,true
heatmap,70,100,256,1,1.0,0,39.908667,2.496881496881497,true
heatmap,70,100,256,1,1.0,1,55.660125,0.5223915762002284,true
heatmap,70,100,256,1,1.0,2,67.472458,0.16496403001219032,true
heatmap,70,100,256,1,1.0,3,69.107792,0.23444820406038522,true
heatmap,70,100,256,1,1.0,4,90.86595899999999,0.08817186539290991,true
heatmap,70,100,256,4,0.0,0,26.497375,2.502517798228859,true
heatmap,70,100,256,4,0.0,1,25.357042,2.7241281542387297,true
heatmap,70,100,256,4,0.0,2,25.809833,3.0078263591777104,true
heatmap,70,100,256,4,0.0,3,25.259334000000003,3.338816170508514,true
heatmap,70,100,256,4,0.0,4,27.683042,2.6113426345352417,true
heatmap,70,100,256,4,0.5,0,35.387333,2.5033871808233457,true
heatmap,70,100,256,4,0.5,1,35.698875,2.2739034395708426,true
heatmap,70,100,256,4,0.5,2,44.958125,0.3349836134160798,true
heatmap,70,100,256,4,0.5,3,47.951959,0.3741481587248017,true
heatmap,70,100,256,4,0.5,4,64.39200000000001,0.11409661636873189,true
heatmap,70,100,256,4,1.0,0,36.607417000000005,2.496665223040277,true
heatmap,70,100,256,4,1.0,1,42.640667,0.5334024205188941,true
heatmap,70,100,256,4,1.0,2,49.473583000000005,0.1668248639888876,true
heatmap,70,100,256,4,1.0,3,51.939167000000005,0.21835371119494568,true
heatmap,70,100,256,4,1.0,4,63.368958000000006,0.08910349347273014,true
heatmap,70,100,256,6,0.0,0,26.824791,2.50295241403265,true
heatmap,70,100,256,6,0.0,1,26.571417,2.7256737588652484,true
heatmap,70,100,256,6,0.0,2,26.229833,2.9786090730598325,true
heatmap,70,100,256,6,0.0,3,25.317084,3.2788078716869524,true
heatmap,70,100,256,6,0.0,4,28.624833,2.6113426345352417,true
heatmap,70,100,256,6,0.5,0,35.496125000000006,2.503169778549718,true
heatmap,70,100,256,6,0.5,1,35.743083,2.2753394379538996,true
heatmap,70,100,256,6,0.5,2,46.274042,0.2908459799806264,true
heatmap,70,100,256,6,0.5,3,50.249750000000006,0.4143046053009832,true
heatmap,70,100,256,6,0.5,4,62.047334,0.11409661636873189,true
heatmap,70,100,256,6,1.0,0,34.962041,2.496881496881497,true
heatmap,70,100,256,6,1.0,1,42.479334,0.5337876627344951,true
heatmap,70,100,256,6,1.0,2,48.480084,0.21403748477737844,true
heatmap,70,100,256,6,1.0,3,49.454499999999996,0.22839936608557845,true
heatmap,70,100,256,6,1.0,4,63.57879199999999,0.08910349347273014,true
heatmap,70,100,256,8,0.0,0,18.107542000000002,2.479483870967742,true
heatmap,70,100,256,8,0.0,1,20.239625,2.704954954954955,true
heatmap,70,100,256,8,0.0,2,18.548416000000003,2.98076525336091,true
heatmap,70,100,256,8,0.0,3,18.170375,3.1636483371748434,true
heatmap,70,100,256,8,0.0,4,23.415667000000003,2.610633094828367,true
heatmap,70,100,256,8,0.5,0,20.019958000000003,2.456242011077972,true
heatmap,70,100,256,8,0.5,1,21.314415999999998,2.581407845244492,true
heatmap,70,100,256,8,0.5,2,30.49225,0.27396374903764814,true
heatmap,70,100,256,8,0.5,3,33.610375,0.36067419948196255,true
heatmap,70,100,256,8,0.5,4,41.620584,0.11181714498521984,true
heatmap,70,100,256,8,1.0,0,20.034958,2.426262626262626,true
heatmap,70,100,256,8,1.0,1,28.362334,0.37948785465078005,true
heatmap,70,100,256,8,1.0,2,35.096375,0.14939746546764454,true
heatmap,70,100,256,8,1.0,3,38.868542,0.21973866772378672,true
heatmap,70,100,256,8,1.0,4,44.74625,0.08021126976131972,true
heatmap,70,100,256,10,0.0,0,18.366375,2.479483870967742,true
heatmap,70,100,256,10,0.0,1,17.220416999999998,2.704954954954955,true
heatmap,70,100,256,10,0.0,2,18.171584,2.98076525336091,true
heatmap,70,100,256,10,0.0,3,17.230375,3.1636483371748434,true
heatmap,70,100,256,10,0.0,4,20.724875,2.610633094828367,true
heatmap,70,100,256,10,0.5,0,20.209833,2.456242011077972,true
heatmap,70,100,256,10,0.5,1,20.8205,2.581407845244492,true
heatmap,70,100,256,10,0.5,2,30.796625000000002,0.27396374903764814,true
heatmap,70,100,256,10,0.5,3,33.255374999999994,0.36067419948196255,true
heatmap,70,100,256,10,0.5,4,41.522459,0.11181714498521984,true
heatmap,70,100,256,10,1.0,0,19.696166,2.426262626262626,true
heatmap,70,100,256,10,1.0,1,27.529125,0.37948785465078005,true
heatmap,70,100,256,10,1.0,2,38.063874999999996,0.14939746546764454,true
heatmap,70,100,256,10,1.0,3,35.461459,0.21973866772378672,true
heatmap,70,100,256,10,1.0,4,44.530209,0.08021126976131972,true
lines,30,100,8,1,0.0,0,NaN,0.0,false
lines,30,100,8,1,0.0,1,NaN,0.0,false
lines,30,100,8,1,0.0,2,NaN,0.0,false
lines,30,100,8,1,0.0,3,NaN,0.0,false
lines,30,100,8,1,0.0,4,NaN,0.0,false
lines,30,100,8,1,0.5,0,NaN,0.0,false
lines,30,100,8,1,0.5,1,NaN,0.0,false
lines,30,100,8,1,0.5,2,NaN,0.0,false
lines,30,100,8,1,0.5,3,NaN,0.0,false
lines,30,100,8,1,0.5,4,NaN,0.0,false
lines,30,100,8,1,1.0,0,NaN,0.0,false
lines,30,100,8,1,1.0,1,NaN,0.0,false
lines,30,100,8,1,1.0,2,NaN,0.0,false
lines,30,100,8,1,1.0,3,NaN,0.0,false
lines,30,100,8,1,1.0,4,NaN,0.0,false
lines,30,100,8,4,0.0,0,NaN,0.0,false
lines,30,100,8,4,0.0,1,NaN,0.0,false
lines,30,100,8,4,0.0,2,NaN,0.0,false
lines,30,100,8,4,0.0,3,NaN,0.0,false
lines,30,100,8,4,0.0,4,NaN,0.0,false
lines,30,100,8,4,0.5,0,NaN,0.0,false
lines,30,100,8,4,0.5,1,NaN,0.0,false
lines,30,100,8,4,0.5,2,NaN,0.0,false
lines,30,100,8,4,0.5,3,NaN,0.0,false
lines,30,100,8,4,0.5,4,NaN,0.0,false
lines,30,100,8,4,1.0,0,NaN,0.0,false
lines,30,100,8,4,1.0,1,NaN,0.0,false
